﻿#,"REDCap MLM"
#,"v13.10.5"
#,"2023-10-25 12:22:27"
#,"How to use this file: Any information above the column title row is purely informational and will be ignored during import. The column title row must remain intact, i.e. the row 'section,type,name,index,kind,text' (the delimiter can be either comma, as shown, or semicolon or tab) and be the first non-empty line that is not staring with # (denoting comments). The essential lines are those with 'translation' or 'value' in the 'kind' column. In these lines, the translation (or value) in the 'text' column can be edited. All other lines (except the 'hash' kind. see below) are ignored when the file is imported. Do not change the contents of the 'section', 'type', 'name', 'index', and 'kind' columns at all. Furthermore, subsets of this file can be created and used at will, as long as the rules layed out above are observed. The 'hash'-kind rows are not essential, but assist in tracking if a default value has changed since the file was created, and thus a translation may be out of date. During an import operation, a best-effort approach is taken. Any items that cannot be matched during import will be silently ignored. Thus, a cross-project import of field translations would only work for fields of the same name."
#,
section,type,name,index,kind,text
lang,info,key,,value,"es"
lang,info,display,,value,"Español"
lang,info,rtl,,value,0
lang,info,sort,,value,""
uiTranslations,,survey_1130,,translation,""
uiTranslations,,survey_1130,,hash,"60159a"
uiTranslations,,survey_1129,,translation,""
uiTranslations,,survey_1129,,hash,"afd9c7"
uiTranslations,,multilang_02,,translation,""
uiTranslations,,multilang_02,,hash,"789b14"
uiTranslations,,multilang_647,,translation,""
uiTranslations,,multilang_647,,hash,"d7982d"
uiTranslations,,data_entry_540,,translation,""
uiTranslations,,data_entry_540,,hash,"2a9fc8"
uiTranslations,,design_08,,translation,""
uiTranslations,,design_08,,hash,"049ac8"
uiTranslations,,survey_1347,,translation,""
uiTranslations,,survey_1347,,hash,"c10e74"
uiTranslations,,survey_1559,,translation,""
uiTranslations,,survey_1559,,hash,"5d2715"
uiTranslations,,data_entry_536,,translation,"&#x2714;"
uiTranslations,,data_entry_536,,hash,"50d9cd"
uiTranslations,,data_entry_537,,translation,"<<"
uiTranslations,,data_entry_537,,hash,"77fa60"
uiTranslations,,survey_200,,translation,""
uiTranslations,,survey_200,,hash,"2dacf6"
uiTranslations,,form_renderer_19,,translation,""
uiTranslations,,form_renderer_19,,hash,"9869e5"
uiTranslations,,form_renderer_20,,translation,""
uiTranslations,,form_renderer_20,,hash,"91ef0c"
uiTranslations,,data_entry_39,,translation,""
uiTranslations,,data_entry_39,,hash,"569a50"
uiTranslations,,form_renderer_66,,translation,""
uiTranslations,,form_renderer_66,,hash,"f0e255"
uiTranslations,,calendar_popup_01,,translation,""
uiTranslations,,calendar_popup_01,,hash,"bbfa77"
uiTranslations,,global_53,,translation,""
uiTranslations,,global_53,,hash,"77dfd2"
uiTranslations,,design_654,,translation,""
uiTranslations,,design_654,,hash,"04a212"
uiTranslations,,alerts_24,,translation,""
uiTranslations,,alerts_24,,hash,"b96968"
uiTranslations,,global_01,,translation,""
uiTranslations,,global_01,,hash,"0b99ce"
uiTranslations,,global_03,,translation,""
uiTranslations,,global_03,,hash,"fe7187"
uiTranslations,,global_64,,translation,""
uiTranslations,,global_64,,hash,"bf8e4d"
uiTranslations,,survey_1241,,translation,""
uiTranslations,,survey_1241,,hash,"844b01"
uiTranslations,,global_47,,translation,""
uiTranslations,,global_47,,hash,"175835"
uiTranslations,,scheduling_35,,translation,""
uiTranslations,,scheduling_35,,hash,"5b221e"
uiTranslations,,system_config_623,,translation,""
uiTranslations,,system_config_623,,hash,"1c05e1"
uiTranslations,,global_143,,translation,""
uiTranslations,,global_143,,hash,"b2bc0c"
uiTranslations,,global_144,,translation,""
uiTranslations,,global_144,,hash,"1b927d"
uiTranslations,,data_entry_203,,translation,""
uiTranslations,,data_entry_203,,hash,"98e2bd"
uiTranslations,,data_entry_602,,translation,""
uiTranslations,,data_entry_602,,hash,"cb4282"
uiTranslations,,docs_1101,,translation,""
uiTranslations,,docs_1101,,hash,"2bff24"
uiTranslations,,survey_1140,,translation,""
uiTranslations,,survey_1140,,hash,"0e7629"
uiTranslations,,form_renderer_22,,translation,""
uiTranslations,,form_renderer_22,,hash,"4c4a2e"
uiTranslations,,global_125,,translation,""
uiTranslations,,global_125,,hash,"fb91e2"
uiTranslations,,data_entry_260,,translation,""
uiTranslations,,data_entry_260,,hash,"c525db"
uiTranslations,,data_entry_404,,translation,""
uiTranslations,,data_entry_404,,hash,"86eeda"
uiTranslations,,data_entry_403,,translation,""
uiTranslations,,data_entry_403,,hash,"9a6e34"
uiTranslations,,data_entry_518,,translation,""
uiTranslations,,data_entry_518,,hash,"392a1c"
uiTranslations,,data_entry_412,,translation,""
uiTranslations,,data_entry_412,,hash,"4e2eed"
uiTranslations,,data_entry_417,,translation,""
uiTranslations,,data_entry_417,,hash,"5deca4"
uiTranslations,,design_100,,translation,""
uiTranslations,,design_100,,hash,"5397e0"
uiTranslations,,design_99,,translation,""
uiTranslations,,design_99,,hash,"816c52"
uiTranslations,,design_186,,translation,""
uiTranslations,,design_186,,hash,"88b33e"
uiTranslations,,design_187,,translation,""
uiTranslations,,design_187,,hash,"97cdbd"
uiTranslations,,data_entry_444,,translation,""
uiTranslations,,data_entry_444,,hash,"afec1f"
uiTranslations,,design_722,,translation,""
uiTranslations,,design_722,,hash,"59ea65"
uiTranslations,,design_721,,translation,""
uiTranslations,,design_721,,hash,"7be881"
uiTranslations,,survey_1142,,translation,""
uiTranslations,,survey_1142,,hash,"104c2b"
uiTranslations,,survey_1143,,translation,""
uiTranslations,,survey_1143,,hash,"2ec125"
uiTranslations,,survey_1144,,translation,""
uiTranslations,,survey_1144,,hash,"81a1ba"
uiTranslations,,data_entry_609,,translation,""
uiTranslations,,data_entry_609,,hash,"0c6662"
uiTranslations,,dashboard_32,,translation,""
uiTranslations,,dashboard_32,,hash,"24345a"
uiTranslations,,calendar_widget_choosedatehint,,translation,""
uiTranslations,,calendar_widget_choosedatehint,,hash,"b2fbd5"
uiTranslations,,calendar_widget_done,,translation,""
uiTranslations,,calendar_widget_done,,hash,"e9b450"
uiTranslations,,calendar_widget_prev,,translation,""
uiTranslations,,calendar_widget_prev,,hash,"e96fea"
uiTranslations,,calendar_widget_next,,translation,""
uiTranslations,,calendar_widget_next,,hash,"bc9819"
uiTranslations,,form_renderer_29,,translation,""
uiTranslations,,form_renderer_29,,hash,"e3b820"
uiTranslations,,calendar_widget_choosedatetimehint,,translation,""
uiTranslations,,calendar_widget_choosedatetimehint,,hash,"b9a0d0"
uiTranslations,,calendar_widget_choosetime,,translation,""
uiTranslations,,calendar_widget_choosetime,,hash,"d39ba9"
uiTranslations,,global_13,,translation,""
uiTranslations,,global_13,,hash,"6c82e6"
uiTranslations,,calendar_widget_hour,,translation,""
uiTranslations,,calendar_widget_hour,,hash,"c37cf8"
uiTranslations,,calendar_widget_min,,translation,""
uiTranslations,,calendar_widget_min,,hash,"c1335d"
uiTranslations,,calendar_widget_choosetimehint,,translation,""
uiTranslations,,calendar_widget_choosetimehint,,hash,"c8504d"
uiTranslations,,calendar_widget_month_day_long_sun,,translation,""
uiTranslations,,calendar_widget_month_day_long_sun,,hash,"bc5dd0"
uiTranslations,,calendar_widget_month_day_short_sun,,translation,""
uiTranslations,,calendar_widget_month_day_short_sun,,hash,"25bfc5"
uiTranslations,,calendar_widget_month_day_long_mon,,translation,""
uiTranslations,,calendar_widget_month_day_long_mon,,hash,"932eeb"
uiTranslations,,calendar_widget_month_day_short_mon,,translation,""
uiTranslations,,calendar_widget_month_day_short_mon,,hash,"91e885"
uiTranslations,,calendar_widget_month_day_long_tues,,translation,""
uiTranslations,,calendar_widget_month_day_long_tues,,hash,"42e43b"
uiTranslations,,calendar_widget_month_day_short_tues,,translation,""
uiTranslations,,calendar_widget_month_day_short_tues,,hash,"b44892"
uiTranslations,,calendar_widget_month_day_long_wed,,translation,""
uiTranslations,,calendar_widget_month_day_long_wed,,hash,"5656b9"
uiTranslations,,calendar_widget_month_day_short_wed,,translation,""
uiTranslations,,calendar_widget_month_day_short_wed,,hash,"a24ae9"
uiTranslations,,calendar_widget_month_day_long_thurs,,translation,""
uiTranslations,,calendar_widget_month_day_long_thurs,,hash,"76031d"
uiTranslations,,calendar_widget_month_day_short_thurs,,translation,""
uiTranslations,,calendar_widget_month_day_short_thurs,,hash,"6929e7"
uiTranslations,,calendar_widget_month_day_long_fri,,translation,""
uiTranslations,,calendar_widget_month_day_long_fri,,hash,"d166e8"
uiTranslations,,calendar_widget_month_day_short_fri,,translation,""
uiTranslations,,calendar_widget_month_day_short_fri,,hash,"aa77f3"
uiTranslations,,calendar_widget_month_day_long_sat,,translation,""
uiTranslations,,calendar_widget_month_day_long_sat,,hash,"17063c"
uiTranslations,,calendar_widget_month_day_short_sat,,translation,""
uiTranslations,,calendar_widget_month_day_short_sat,,hash,"50cf95"
uiTranslations,,calendar_widget_month_jan,,translation,""
uiTranslations,,calendar_widget_month_jan,,hash,"efed36"
uiTranslations,,calendar_widget_month_feb,,translation,""
uiTranslations,,calendar_widget_month_feb,,hash,"dc8415"
uiTranslations,,calendar_widget_month_mar,,translation,""
uiTranslations,,calendar_widget_month_mar,,hash,"c4ba08"
uiTranslations,,calendar_widget_month_apr,,translation,""
uiTranslations,,calendar_widget_month_apr,,hash,"befde5"
uiTranslations,,calendar_widget_month_may,,translation,""
uiTranslations,,calendar_widget_month_may,,hash,"c94f47"
uiTranslations,,calendar_widget_month_jun,,translation,""
uiTranslations,,calendar_widget_month_jun,,hash,"6d90df"
uiTranslations,,calendar_widget_month_jul,,translation,""
uiTranslations,,calendar_widget_month_jul,,hash,"b73755"
uiTranslations,,calendar_widget_month_aug,,translation,""
uiTranslations,,calendar_widget_month_aug,,hash,"75629a"
uiTranslations,,calendar_widget_month_sep,,translation,""
uiTranslations,,calendar_widget_month_sep,,hash,"fdd289"
uiTranslations,,calendar_widget_month_oct,,translation,""
uiTranslations,,calendar_widget_month_oct,,hash,"51327a"
uiTranslations,,calendar_widget_month_nov,,translation,""
uiTranslations,,calendar_widget_month_nov,,hash,"bb9bfe"
uiTranslations,,calendar_widget_month_dec,,translation,""
uiTranslations,,calendar_widget_month_dec,,hash,"997f59"
uiTranslations,,multilang_108,,translation,""
uiTranslations,,multilang_108,,hash,"ac197c"
uiTranslations,,multilang_109,,translation,""
uiTranslations,,multilang_109,,hash,"6793fb"
uiTranslations,,multilang_110,,translation,""
uiTranslations,,multilang_110,,hash,"e195c3"
uiTranslations,,multilang_111,,translation,""
uiTranslations,,multilang_111,,hash,"7da40f"
uiTranslations,,multilang_112,,translation,""
uiTranslations,,multilang_112,,hash,"d97ee0"
uiTranslations,,multilang_113,,translation,""
uiTranslations,,multilang_113,,hash,"1b9d0b"
uiTranslations,,multilang_114,,translation,""
uiTranslations,,multilang_114,,hash,"40f54f"
uiTranslations,,multilang_115,,translation,""
uiTranslations,,multilang_115,,hash,"fb2891"
uiTranslations,,multilang_116,,translation,""
uiTranslations,,multilang_116,,hash,"982a88"
uiTranslations,,multilang_117,,translation,""
uiTranslations,,multilang_117,,hash,"ab1d01"
uiTranslations,,form_renderer_23,,translation,""
uiTranslations,,form_renderer_23,,hash,"503a3d"
uiTranslations,,data_entry_459,,translation,""
uiTranslations,,data_entry_459,,hash,"e8f501"
uiTranslations,,form_renderer_24,,translation,""
uiTranslations,,form_renderer_24,,hash,"304b14"
uiTranslations,,form_renderer_25,,translation,""
uiTranslations,,form_renderer_25,,hash,"834936"
uiTranslations,,data_entry_468,,translation,""
uiTranslations,,data_entry_468,,hash,"8abf4c"
uiTranslations,,data_entry_62,,translation,""
uiTranslations,,data_entry_62,,hash,"c03b36"
uiTranslations,,survey_1146,,translation,""
uiTranslations,,survey_1146,,hash,"1f7b23"
uiTranslations,,form_renderer_47,,translation,""
uiTranslations,,form_renderer_47,,hash,"70ded5"
uiTranslations,,form_renderer_52,,translation,""
uiTranslations,,form_renderer_52,,hash,"1b77f5"
uiTranslations,,form_renderer_51,,translation,""
uiTranslations,,form_renderer_51,,hash,"fe83fa"
uiTranslations,,design_397,,translation,""
uiTranslations,,design_397,,hash,"11e9be"
uiTranslations,,form_renderer_59,,translation,""
uiTranslations,,form_renderer_59,,hash,"80bb63"
uiTranslations,,form_renderer_50,,translation,""
uiTranslations,,form_renderer_50,,hash,"c453bb"
uiTranslations,,data_entry_526,,translation,""
uiTranslations,,data_entry_526,,hash,"0b02d7"
uiTranslations,,data_entry_64,,translation,""
uiTranslations,,data_entry_64,,hash,"b04ba4"
uiTranslations,,data_entry_65,,translation,""
uiTranslations,,data_entry_65,,hash,"b92d2e"
uiTranslations,,data_entry_455,,translation,""
uiTranslations,,data_entry_455,,hash,"bf0560"
uiTranslations,,data_entry_454,,translation,""
uiTranslations,,data_entry_454,,hash,"ab5887"
uiTranslations,,data_entry_453,,translation,""
uiTranslations,,data_entry_453,,hash,"c406c5"
uiTranslations,,data_entry_460,,translation,""
uiTranslations,,data_entry_460,,hash,"c20708"
uiTranslations,,data_entry_461,,translation,""
uiTranslations,,data_entry_461,,hash,"e05678"
uiTranslations,,form_renderer_26,,translation,""
uiTranslations,,form_renderer_26,,hash,"431502"
uiTranslations,,form_renderer_48,,translation,""
uiTranslations,,form_renderer_48,,hash,"5d544f"
uiTranslations,,form_renderer_49,,translation,""
uiTranslations,,form_renderer_49,,hash,"6e9143"
uiTranslations,,form_renderer_44,,translation,""
uiTranslations,,form_renderer_44,,hash,"f7e167"
uiTranslations,,form_renderer_45,,translation,""
uiTranslations,,form_renderer_45,,hash,"6871de"
uiTranslations,,form_renderer_57,,translation,""
uiTranslations,,form_renderer_57,,hash,"b676ef"
uiTranslations,,form_renderer_58,,translation,""
uiTranslations,,form_renderer_58,,hash,"fa61cc"
uiTranslations,,form_renderer_60,,translation,""
uiTranslations,,form_renderer_60,,hash,"01ff24"
uiTranslations,,dataqueries_160,,translation,""
uiTranslations,,dataqueries_160,,hash,"e0efa5"
uiTranslations,,data_export_tool_248,,translation,""
uiTranslations,,data_export_tool_248,,hash,"547d60"
uiTranslations,,survey_1147,,translation,""
uiTranslations,,survey_1147,,hash,"2f32be"
uiTranslations,,form_renderer_31,,translation,""
uiTranslations,,form_renderer_31,,hash,"780837"
uiTranslations,,form_renderer_43,,translation,""
uiTranslations,,form_renderer_43,,hash,"f58b18"
uiTranslations,,form_renderer_30,,translation,""
uiTranslations,,form_renderer_30,,hash,"a08930"
uiTranslations,,form_renderer_46,,translation,""
uiTranslations,,form_renderer_46,,hash,"e50a04"
uiTranslations,,form_renderer_63,,translation,""
uiTranslations,,form_renderer_63,,hash,"9d887b"
uiTranslations,,form_renderer_64,,translation,""
uiTranslations,,form_renderer_64,,hash,"8783ec"
uiTranslations,,design_205,,translation,""
uiTranslations,,design_205,,hash,"4297fa"
uiTranslations,,global_290,,translation,""
uiTranslations,,global_290,,hash,"a7efab"
uiTranslations,,data_entry_610,,translation,""
uiTranslations,,data_entry_610,,hash,"0c77ae"
uiTranslations,,design_204,,translation,""
uiTranslations,,design_204,,hash,"7c4a4c"
uiTranslations,,global_121,,translation,""
uiTranslations,,global_121,,hash,"bb44fb"
uiTranslations,,survey_1242,,translation,""
uiTranslations,,survey_1242,,hash,"ef8c96"
uiTranslations,,survey_1243,,translation,""
uiTranslations,,survey_1243,,hash,"11eda4"
uiTranslations,,survey_1244,,translation,""
uiTranslations,,survey_1244,,hash,"b0a086"
uiTranslations,,email_users_36,,translation,""
uiTranslations,,email_users_36,,hash,"e81b32"
uiTranslations,,email_users_37,,translation,""
uiTranslations,,email_users_37,,hash,"cc2e1e"
uiTranslations,,email_users_38,,translation,""
uiTranslations,,email_users_38,,hash,"24cda8"
uiTranslations,,email_users_39,,translation,""
uiTranslations,,email_users_39,,hash,"e79dbf"
uiTranslations,,global_234,,translation,""
uiTranslations,,global_234,,hash,"3e4c33"
uiTranslations,,email_users_99,,translation,""
uiTranslations,,email_users_99,,hash,"1d59ca"
uiTranslations,,email_users_100,,translation,""
uiTranslations,,email_users_100,,hash,"520a77"
uiTranslations,,email_users_40,,translation,""
uiTranslations,,email_users_40,,hash,"630489"
uiTranslations,,email_users_47,,translation,""
uiTranslations,,email_users_47,,hash,"236577"
uiTranslations,,email_users_46,,translation,""
uiTranslations,,email_users_46,,hash,"f896e7"
uiTranslations,,email_users_42,,translation,""
uiTranslations,,email_users_42,,hash,"3f2ca5"
uiTranslations,,email_users_45,,translation,""
uiTranslations,,email_users_45,,hash,"e30bb8"
uiTranslations,,email_users_44,,translation,""
uiTranslations,,email_users_44,,hash,"f143d6"
uiTranslations,,email_users_82,,translation,""
uiTranslations,,email_users_82,,hash,"0668ee"
uiTranslations,,email_users_101,,translation,""
uiTranslations,,email_users_101,,hash,"ab45ae"
uiTranslations,,email_users_43,,translation,""
uiTranslations,,email_users_43,,hash,"32aefb"
uiTranslations,,email_users_41,,translation,""
uiTranslations,,email_users_41,,hash,"3e910b"
uiTranslations,,email_users_50,,translation,""
uiTranslations,,email_users_50,,hash,"0d8b43"
uiTranslations,,email_users_35,,translation,""
uiTranslations,,email_users_35,,hash,"995ff4"
uiTranslations,,global_37,,translation,""
uiTranslations,,global_37,,hash,"c4d63e"
uiTranslations,,global_38,,translation,""
uiTranslations,,global_38,,hash,"7e7fbc"
uiTranslations,,alerts_128,,translation,""
uiTranslations,,alerts_128,,hash,"6771ad"
uiTranslations,,email_users_48,,translation,""
uiTranslations,,email_users_48,,hash,"9dc994"
uiTranslations,,email_users_49,,translation,""
uiTranslations,,email_users_49,,hash,"afdb07"
uiTranslations,,ws_176,,translation,""
uiTranslations,,ws_176,,hash,"a7f8e7"
uiTranslations,,ws_177,,translation,""
uiTranslations,,ws_177,,hash,"abff00"
uiTranslations,,ws_178,,translation,""
uiTranslations,,ws_178,,hash,"dcd75e"
uiTranslations,,ws_179,,translation,""
uiTranslations,,ws_179,,hash,"41904c"
uiTranslations,,ws_180,,translation,""
uiTranslations,,ws_180,,hash,"cc4eac"
uiTranslations,,ws_181,,translation,""
uiTranslations,,ws_181,,hash,"cee338"
uiTranslations,,ws_182,,translation,""
uiTranslations,,ws_182,,hash,"7a0320"
uiTranslations,,ws_183,,translation,""
uiTranslations,,ws_183,,hash,"934453"
uiTranslations,,dataqueries_278,,translation,""
uiTranslations,,dataqueries_278,,hash,"a26c1b"
uiTranslations,,survey_111,,translation,""
uiTranslations,,survey_111,,hash,"32750e"
uiTranslations,,survey_1101,,translation,""
uiTranslations,,survey_1101,,hash,"e6b729"
uiTranslations,,survey_1105,,translation,""
uiTranslations,,survey_1105,,hash,"ab678d"
uiTranslations,,survey_1357,,translation,""
uiTranslations,,survey_1357,,hash,"a053df"
uiTranslations,,survey_1356,,translation,""
uiTranslations,,survey_1356,,hash,"f50efd"
uiTranslations,,survey_1097,,translation,""
uiTranslations,,survey_1097,,hash,"846e5e"
uiTranslations,,global_239,,translation,""
uiTranslations,,global_239,,hash,"17dfb0"
uiTranslations,,global_240,,translation,""
uiTranslations,,global_240,,hash,"be81ab"
uiTranslations,,survey_573,,translation,""
uiTranslations,,survey_573,,hash,"c60165"
uiTranslations,,survey_310,,translation,""
uiTranslations,,survey_310,,hash,"d029a5"
uiTranslations,,survey_574,,translation,""
uiTranslations,,survey_574,,hash,"1b4165"
uiTranslations,,survey_587,,translation,""
uiTranslations,,survey_587,,hash,"ec6ef7"
uiTranslations,,survey_1345,,translation,""
uiTranslations,,survey_1345,,hash,"891f00"
uiTranslations,,survey_578,,translation,""
uiTranslations,,survey_578,,hash,"5c7097"
uiTranslations,,survey_594,,translation,""
uiTranslations,,survey_594,,hash,"3927be"
uiTranslations,,survey_1066,,translation,""
uiTranslations,,survey_1066,,hash,"8b9ac8"
uiTranslations,,survey_1343,,translation,""
uiTranslations,,survey_1343,,hash,"1a5ef0"
uiTranslations,,survey_1344,,translation,""
uiTranslations,,survey_1344,,hash,"8213c8"
uiTranslations,,survey_589,,translation,""
uiTranslations,,survey_589,,hash,"e6a84c"
uiTranslations,,global_05,,translation,""
uiTranslations,,global_05,,hash,"890fd0"
uiTranslations,,survey_1353,,translation,""
uiTranslations,,survey_1353,,hash,"ff486c"
uiTranslations,,config_functions_45,,translation,""
uiTranslations,,config_functions_45,,hash,"d527bf"
uiTranslations,,survey_675,,translation,""
uiTranslations,,survey_675,,hash,"797d6c"
uiTranslations,,data_entry_262,,translation,""
uiTranslations,,data_entry_262,,hash,"c39ce9"
uiTranslations,,survey_1365,,translation,""
uiTranslations,,survey_1365,,hash,"02431c"
uiTranslations,,global_237,,translation,""
uiTranslations,,global_237,,hash,"4f853c"
uiTranslations,,survey_1139,,translation,""
uiTranslations,,survey_1139,,hash,"6f5e9b"
uiTranslations,,design_121,,translation,""
uiTranslations,,design_121,,hash,"a479c9"
uiTranslations,,data_entry_535,,translation,""
uiTranslations,,data_entry_535,,hash,"dcd923"
uiTranslations,,data_entry_101,,translation,""
uiTranslations,,data_entry_101,,hash,"88bcc2"
uiTranslations,,survey_1169,,translation,""
uiTranslations,,survey_1169,,hash,"92b863"
uiTranslations,,survey_1171,,translation,""
uiTranslations,,survey_1171,,hash,"fd6775"
uiTranslations,,survey_1170,,translation,""
uiTranslations,,survey_1170,,hash,"69189e"
uiTranslations,,data_entry_428,,translation,""
uiTranslations,,data_entry_428,,hash,"9f4912"
uiTranslations,,data_entry_429,,translation,""
uiTranslations,,data_entry_429,,hash,"ee3fb1"
uiTranslations,,survey_1264,,translation,""
uiTranslations,,survey_1264,,hash,"975bad"
uiTranslations,,survey_1265,,translation,""
uiTranslations,,survey_1265,,hash,"12a611"
uiTranslations,,survey_1266,,translation,""
uiTranslations,,survey_1266,,hash,"70e406"
uiTranslations,,survey_1364,,translation,""
uiTranslations,,survey_1364,,hash,"2652d8"
uiTranslations,,survey_1341,,translation,""
uiTranslations,,survey_1341,,hash,"98e5ef"
uiTranslations,,survey_1366,,translation,""
uiTranslations,,survey_1366,,hash,"8b1c38"
uiTranslations,,data_entry_606,,translation,""
uiTranslations,,data_entry_606,,hash,"500ce4"
uiTranslations,,survey_1311,,translation,""
uiTranslations,,survey_1311,,hash,"b043da"
uiTranslations,,survey_1312,,translation,""
uiTranslations,,survey_1312,,hash,"7503e1"
uiTranslations,,data_entry_199,,translation,""
uiTranslations,,data_entry_199,,hash,"35b54c"
uiTranslations,,data_entry_265,,translation,""
uiTranslations,,data_entry_265,,hash,"eaa888"
uiTranslations,,survey_01,,translation,""
uiTranslations,,survey_01,,hash,"c03702"
uiTranslations,,survey_02,,translation,""
uiTranslations,,survey_02,,hash,"b1003f"
uiTranslations,,survey_1313,,translation,""
uiTranslations,,survey_1313,,hash,"7f835f"
uiTranslations,,survey_14,,translation,""
uiTranslations,,survey_14,,hash,"acfff2"
uiTranslations,,survey_997,,translation,""
uiTranslations,,survey_997,,hash,"dc8ba9"
uiTranslations,,survey_998,,translation,""
uiTranslations,,survey_998,,hash,"4d9652"
uiTranslations,,survey_163,,translation,""
uiTranslations,,survey_163,,hash,"d9d05c"
uiTranslations,,survey_162,,translation,""
uiTranslations,,survey_162,,hash,"92e393"
uiTranslations,,control_center_422,,translation,""
uiTranslations,,control_center_422,,hash,"dc3c6d"
uiTranslations,,survey_982,,translation,""
uiTranslations,,survey_982,,hash,"d57147"
uiTranslations,,survey_1131,,translation,""
uiTranslations,,survey_1131,,hash,"c869b4"
uiTranslations,,survey_619,,translation,""
uiTranslations,,survey_619,,hash,"385d32"
uiTranslations,,survey_642,,translation,""
uiTranslations,,survey_642,,hash,"a9c023"
uiTranslations,,survey_634,,translation,""
uiTranslations,,survey_634,,hash,"99e74d"
uiTranslations,,survey_1359,,translation,""
uiTranslations,,survey_1359,,hash,"5a6469"
uiTranslations,,data_entry_215,,translation,""
uiTranslations,,data_entry_215,,hash,"79db09"
uiTranslations,,survey_118,,translation,""
uiTranslations,,survey_118,,hash,"c40084"
uiTranslations,,survey_657,,translation,""
uiTranslations,,survey_657,,hash,"52b505"
uiTranslations,,survey_658,,translation,""
uiTranslations,,survey_658,,hash,"2c57d3"
uiTranslations,,survey_659,,translation,""
uiTranslations,,survey_659,,hash,"c0e978"
uiTranslations,,survey_112,,translation,""
uiTranslations,,survey_112,,hash,"48fbf6"
uiTranslations,,survey_1346,,translation,""
uiTranslations,,survey_1346,,hash,"256250"
uiTranslations,,survey_119,,translation,""
uiTranslations,,survey_119,,hash,"c19fa2"
uiTranslations,,survey_581,,translation,""
uiTranslations,,survey_581,,hash,"56e4d0"
uiTranslations,,survey_120,,translation,""
uiTranslations,,survey_120,,hash,"a2be3e"
